id,area_sqft,bedrooms,bathrooms,parking,floor,property_type,location,city_tier,age_years,price_inr
4523,538,5,2,2,10,Independent House,Moradabad,tier3,1,3251000
4524,420,2,1,1,20,Penthouse,Salem,tier3,13,1495000
4525,1537,2,1,1,8,Penthouse,Dhanbad,tier3,6,4647000
4526,664,4,3,1,30,Independent House,Vasai-Virar,tier3,0,4009000
4527,1541,2,1,1,0,Apartment,Delhi,tier1,13,8271000
4528,1247,4,2,1,11,Penthouse,Kanpur,tier2,20,5766000
4529,1163,2,2,1,25,Studio,Chennai,tier1,18,6054000
4530,712,1,1,1,14,Penthouse,Surat,tier2,17,2420000
4531,777,3,2,2,7,Penthouse,Solapur,tier3,19,2555000
4532,900,2,1,1,0,Studio,Ghaziabad,tier3,8,2986000
4533,200,2,2,1,22,Independent House,Nagpur,tier2,6,1725000
4534,2854,5,2,2,17,Studio,Ludhiana,tier3,3,9181000
4535,1705,2,1,0,27,Apartment,Surat,tier2,15,6284000
4536,1458,1,1,1,11,Villa,Kanpur,tier2,20,4618000
4537,1036,2,2,2,13,Villa,Nashik,tier3,22,2997000
4538,1479,3,2,1,2,Apartment,Bhopal,tier2,1,9171000
4539,1365,5,2,1,10,Penthouse,Chennai,tier1,8,10625000
4540,1164,2,1,2,26,Studio,Bhubaneswar,tier3,34,1818000
4541,1547,2,2,2,9,Penthouse,Chennai,tier1,6,11218000
4542,200,4,1,1,11,Penthouse,Solapur,tier3,32,996000
4543,871,1,1,2,7,Studio,Warangal,tier3,10,2191000
4544,1675,2,2,1,17,Studio,Hubli-Dharwad,tier3,4,4306000
4545,538,2,1,1,4,Independent House,Vasai-Virar,tier3,2,2386000
4546,1263,1,1,1,0,Villa,Tiruchirappalli,tier3,8,3122000
4547,2010,3,2,1,26,Independent House,Jalandhar,tier3,25,3637000
4548,358,1,1,2,1,Independent House,Pune,tier1,13,2921000
4549,2211,2,2,2,6,Studio,Mysore,tier3,6,6212000
4550,1365,2,1,1,3,Penthouse,Vasai-Virar,tier3,23,2390000
4551,1747,3,2,2,17,Studio,Mumbai,tier1,20,9142000
4552,1185,5,1,0,5,Penthouse,Chennai,tier1,3,11111000
4553,1319,2,1,1,22,Independent House,Mysore,tier3,1,4390000
4554,600,3,3,1,14,Apartment,Thane,tier2,16,3746000
4555,2084,3,1,1,18,Villa,Aligarh,tier3,12,4163000
4556,399,3,1,1,0,Penthouse,Solapur,tier3,22,1362000
4557,1832,2,2,1,0,Studio,Hyderabad,tier1,10,13432000
4558,1567,4,2,2,25,Independent House,Rajkot,tier3,10,5631000
4559,1081,1,1,2,24,Studio,Delhi,tier1,6,7455000
4560,1231,3,1,1,0,Penthouse,Ahmedabad,tier1,27,6000000
4561,1082,2,2,1,1,Independent House,Ahmedabad,tier1,13,7761000
4562,1048,3,1,0,0,Independent House,Delhi,tier1,31,5259000
4563,1191,2,2,1,28,Apartment,Faridabad,tier3,5,4257000
4564,1238,2,2,1,22,Villa,Surat,tier2,1,6665000
4565,945,5,1,2,12,Independent House,Ludhiana,tier3,22,3427000
4566,900,4,1,2,9,Independent House,Guwahati,tier3,24,2874000
4567,1356,1,1,1,6,Penthouse,Rajkot,tier3,8,3198000
4568,1415,3,2,1,20,Independent House,Ahmedabad,tier1,8,11806000
4569,665,3,2,1,14,Independent House,Guwahati,tier3,17,2138000
4570,1661,2,1,0,27,Penthouse,Jodhpur,tier3,30,2403000
4571,2162,2,1,1,0,Penthouse,Kalyan-Dombivli,tier3,0,6155000
4572,467,1,1,1,0,Independent House,Jalandhar,tier3,12,1794000
4573,1046,2,1,2,10,Penthouse,Thane,tier2,2,5205000
4574,2072,3,2,2,13,Studio,Hyderabad,tier1,25,10321000
4575,1777,1,1,1,17,Studio,Lucknow,tier2,23,5427000
4576,349,3,2,2,30,Independent House,Salem,tier3,22,1959000
4577,1141,3,1,2,16,Studio,Salem,tier3,0,4850000
4578,290,2,1,2,0,Penthouse,Jodhpur,tier3,22,1360000
4579,707,5,1,1,15,Studio,Pimpri-Chinchwad,tier2,9,4084000
4580,340,2,1,1,0,Apartment,Ludhiana,tier3,8,1875000
4581,200,2,2,1,9,Studio,Srinagar,tier3,2,1970000
4582,1602,2,1,0,9,Penthouse,Chennai,tier1,11,10324000
4583,1652,4,2,0,15,Independent House,Bhubaneswar,tier3,39,2466000
4584,2400,1,1,1,0,Studio,Agra,tier3,27,3517000
4585,455,2,1,1,19,Penthouse,Patna,tier2,24,1886000
4586,1192,2,2,1,0,Penthouse,Surat,tier2,24,3678000
4587,1291,2,2,1,26,Apartment,Faridabad,tier3,27,2619000
4588,2177,2,1,1,24,Studio,Delhi,tier1,9,17283000
4589,812,2,2,2,30,Penthouse,Patna,tier2,8,4328000
4590,874,3,1,1,25,Penthouse,Hubli-Dharwad,tier3,11,3321000
4591,200,1,1,1,5,Apartment,Nagpur,tier2,29,955000
4592,1441,2,2,1,14,Villa,Srinagar,tier3,13,3527000
4593,200,2,2,2,0,Studio,Aligarh,tier3,0,1881000
4594,320,3,2,0,26,Independent House,Solapur,tier3,6,2241000
4595,1421,2,1,1,4,Villa,Jodhpur,tier3,1,4434000
4596,1282,1,1,1,25,Penthouse,Bangalore,tier1,18,7742000
4597,662,2,1,1,1,Villa,Jalandhar,tier3,12,1845000
4598,2538,1,1,1,2,Apartment,Jalandhar,tier3,22,4386000
4599,200,3,1,2,3,Independent House,Lucknow,tier2,4,2623000
4600,909,2,2,1,6,Penthouse,Jodhpur,tier3,16,2752000
4601,1300,4,1,1,4,Villa,Bareilly,tier3,14,4081000
4602,282,2,2,0,7,Apartment,Vasai-Virar,tier3,14,1350000
4603,2471,3,2,1,22,Independent House,Tiruchirappalli,tier3,3,7286000
4604,1629,2,2,1,28,Villa,Kota,tier3,6,4150000
4605,2624,3,2,2,17,Apartment,Indore,tier2,12,11393000
4606,1718,3,2,1,0,Independent House,Surat,tier2,8,8644000
4607,1013,4,1,2,5,Apartment,Aligarh,tier3,4,3649000
4608,1517,5,2,1,3,Studio,Solapur,tier3,9,4387000
4609,1281,4,2,1,22,Penthouse,Chennai,tier1,26,6769000
4610,1182,2,1,1,27,Villa,Kanpur,tier2,7,6165000
4611,1329,3,2,2,18,Studio,Nashik,tier3,13,4317000
4612,2464,2,2,1,15,Villa,Ahmedabad,tier1,21,12620000
4613,992,3,1,1,11,Independent House,Ghaziabad,tier3,3,3570000
4614,2054,2,2,1,8,Penthouse,Mumbai,tier1,24,8949000
4615,870,4,2,1,29,Penthouse,Kota,tier3,8,3114000
4616,775,4,2,1,22,Independent House,Ahmedabad,tier1,15,6118000
4617,1217,3,2,1,10,Villa,Vadodara,tier2,1,6646000
4618,1218,5,2,0,22,Villa,Bangalore,tier1,9,10178000
4619,1759,2,2,0,9,Apartment,Jodhpur,tier3,19,3219000
4620,1509,3,1,2,8,Villa,Ahmedabad,tier1,27,6321000
4621,1402,1,1,2,0,Penthouse,Surat,tier2,14,5398000
4622,224,4,1,1,2,Studio,Aligarh,tier3,1,2427000
4623,473,2,2,1,29,Apartment,Patna,tier2,29,1575000
4624,904,1,1,2,10,Studio,Delhi,tier1,3,5852000
4625,1573,4,3,1,7,Apartment,Salem,tier3,8,4660000
4626,675,2,1,1,27,Apartment,Jodhpur,tier3,10,1937000
4627,884,2,2,1,25,Villa,Nashik,tier3,3,3727000
4628,1622,4,1,1,2,Apartment,Hyderabad,tier1,6,13843000
4629,793,3,2,1,22,Studio,Pune,tier1,3,7357000
4630,1506,2,2,2,4,Apartment,Bareilly,tier3,14,3865000
4631,1057,3,1,1,5,Villa,Jalandhar,tier3,3,4333000
4632,203,2,2,2,5,Penthouse,Bareilly,tier3,8,1969000
4633,1891,4,1,1,21,Villa,Ghaziabad,tier3,12,4358000
4634,812,2,1,1,0,Studio,Warangal,tier3,19,2296000
4635,746,3,2,2,0,Independent House,Lucknow,tier2,29,2462000
4636,796,2,2,1,0,Penthouse,Thiruvananthapuram,tier3,1,3034000
4637,667,3,2,1,1,Villa,Thiruvananthapuram,tier3,10,2335000
4638,293,3,3,1,1,Apartment,Varanasi,tier3,4,2171000
4639,1216,3,1,2,17,Villa,Salem,tier3,14,4031000
4640,345,2,2,1,18,Independent House,Vadodara,tier2,2,2913000
4641,901,3,2,1,26,Studio,Bangalore,tier1,6,8800000
4642,901,2,2,1,0,Studio,Thiruvananthapuram,tier3,21,1917000
4643,1155,3,2,1,6,Penthouse,Mysore,tier3,8,3816000
4644,1142,4,1,1,30,Studio,Chandigarh,tier3,17,3444000
4645,1853,1,1,1,2,Apartment,Salem,tier3,23,2944000
4646,1220,3,2,1,27,Penthouse,Bangalore,tier1,18,7924000
4647,1890,3,1,1,25,Studio,Mumbai,tier1,0,13424000
4648,456,3,1,1,22,Villa,Warangal,tier3,10,2152000
4649,603,3,2,0,0,Villa,Moradabad,tier3,22,1535000
4650,1175,3,3,1,4,Villa,Delhi,tier1,7,8742000
4651,1264,3,1,2,17,Independent House,Pimpri-Chinchwad,tier2,14,5327000
4652,1423,1,1,2,15,Villa,Hyderabad,tier1,22,7911000
4653,1259,2,1,1,4,Independent House,Hubli-Dharwad,tier3,37,1610000
4654,1232,5,1,1,2,Penthouse,Bhubaneswar,tier3,1,5172000
4655,1189,2,2,2,14,Villa,Rajkot,tier3,19,3060000
4656,1782,2,1,1,13,Studio,Chandigarh,tier3,22,3326000
4657,1653,2,2,1,8,Independent House,Ahmedabad,tier1,17,8581000
4658,1134,2,1,0,6,Independent House,Ghaziabad,tier3,23,2482000
4659,1461,5,2,0,9,Penthouse,Varanasi,tier3,18,4293000
4660,1600,5,1,1,0,Villa,Delhi,tier1,15,11132000
4661,1318,2,1,1,23,Studio,Varanasi,tier3,10,3608000
4662,3170,2,1,1,15,Villa,Ghaziabad,tier3,1,7455000
4663,1928,2,1,1,21,Apartment,Ahmedabad,tier1,9,11970000
4664,910,2,2,1,9,Villa,Dhanbad,tier3,9,2522000
4665,2354,5,2,1,14,Independent House,Jodhpur,tier3,12,6944000
4666,773,2,1,1,20,Independent House,Ludhiana,tier3,4,2609000
4667,1398,3,2,0,21,Independent House,Hyderabad,tier1,14,10435000
4668,452,5,2,1,29,Penthouse,Moradabad,tier3,9,3104000
4669,1068,4,2,1,22,Apartment,Tiruchirappalli,tier3,9,3721000
4670,1743,3,3,2,11,Independent House,Visakhapatnam,tier2,10,7038000
4671,682,2,2,1,14,Apartment,Nashik,tier3,15,2336000
4672,1945,1,1,1,23,Villa,Ludhiana,tier3,32,2255000
4673,832,1,1,1,2,Studio,Ghaziabad,tier3,0,2481000
4674,368,3,3,1,13,Apartment,Vadodara,tier2,19,2322000
4675,290,5,2,2,3,Studio,Chandigarh,tier3,22,2060000
4676,480,2,1,1,24,Independent House,Raipur,tier3,22,1381000
4677,1950,4,1,2,10,Independent House,Kalyan-Dombivli,tier3,20,3823000
4678,1129,3,1,2,5,Independent House,Ahmedabad,tier1,0,9488000
4679,892,3,1,2,24,Apartment,Delhi,tier1,13,7027000
4680,1772,4,1,1,10,Studio,Nashik,tier3,12,5735000
4681,1558,2,2,1,18,Studio,Salem,tier3,16,3677000
4682,1378,2,1,1,25,Independent House,Mysore,tier3,18,2722000
4683,1197,2,1,1,24,Independent House,Patna,tier2,13,4633000
4684,992,2,2,1,22,Independent House,Ahmedabad,tier1,36,2791000
4685,1248,1,1,1,4,Independent House,Thiruvananthapuram,tier3,0,3244000
4686,1438,3,1,1,11,Independent House,Dhanbad,tier3,27,2636000
4687,1583,3,1,1,2,Villa,Ahmedabad,tier1,9,11143000
4688,397,1,1,1,13,Villa,Mumbai,tier1,6,3996000
4689,1784,1,1,1,1,Independent House,Vasai-Virar,tier3,9,4313000
4690,2089,4,2,2,27,Independent House,Vasai-Virar,tier3,10,6228000
4691,1836,2,2,0,0,Studio,Lucknow,tier2,12,6167000
4692,1366,5,2,2,26,Apartment,Warangal,tier3,17,3498000
4693,811,3,1,2,2,Penthouse,Indore,tier2,2,4837000
4694,2043,3,1,2,17,Independent House,Thane,tier2,14,6241000
4695,1657,3,1,1,12,Studio,Faridabad,tier3,9,4789000
4696,730,3,2,1,19,Studio,Moradabad,tier3,12,2807000
4697,1594,3,2,0,0,Apartment,Rajkot,tier3,21,3409000
4698,1953,4,1,2,0,Apartment,Bhubaneswar,tier3,14,5488000
4699,1446,5,2,1,25,Studio,Faridabad,tier3,20,4025000
4700,1560,2,1,1,30,Penthouse,Jalandhar,tier3,6,3739000
4701,1909,2,1,1,18,Apartment,Hyderabad,tier1,6,14487000
4702,360,1,1,1,0,Independent House,Mysore,tier3,8,1266000
4703,956,3,2,0,9,Studio,Ghaziabad,tier3,9,2936000
4704,702,2,1,1,22,Villa,Meerut,tier3,12,2001000
4705,916,3,2,1,1,Independent House,Thiruvananthapuram,tier3,18,2749000
4706,297,1,1,1,18,Villa,Hubli-Dharwad,tier3,6,1474000
4707,702,3,1,1,24,Apartment,Visakhapatnam,tier2,13,3868000
4708,1627,3,3,1,0,Independent House,Srinagar,tier3,23,4177000
4709,552,2,1,0,25,Penthouse,Srinagar,tier3,24,1367000
4710,367,1,1,1,10,Independent House,Ahmedabad,tier1,31,1901000
4711,1229,2,2,2,14,Studio,Chennai,tier1,22,8020000
4712,1653,2,2,1,12,Apartment,Dhanbad,tier3,13,4214000
4713,1956,2,2,1,11,Villa,Madurai,tier3,9,4920000
4714,200,2,1,1,0,Penthouse,Agra,tier3,2,1430000
4715,1835,2,2,1,30,Villa,Kota,tier3,5,4835000
4716,744,2,2,2,17,Apartment,Mysore,tier3,16,2518000
4717,1658,5,1,1,18,Independent House,Nashik,tier3,20,3852000
4718,1636,2,1,1,27,Villa,Raipur,tier3,1,4078000
4719,1043,3,2,1,17,Studio,Mysore,tier3,11,3554000
4720,1010,1,1,0,24,Penthouse,Kota,tier3,4,2664000
4721,1204,3,2,1,0,Penthouse,Pimpri-Chinchwad,tier2,14,6042000
4722,1503,3,1,1,2,Apartment,Guwahati,tier3,13,3442000
4723,316,2,1,1,9,Villa,Pune,tier1,20,2395000
4724,1169,2,1,1,14,Penthouse,Pimpri-Chinchwad,tier2,6,5953000
4725,1833,2,2,1,10,Penthouse,Pune,tier1,24,7937000
4726,322,3,1,1,14,Villa,Bhubaneswar,tier3,2,2259000
4727,1157,2,2,1,2,Penthouse,Chandigarh,tier3,16,3376000
4728,1039,5,1,1,26,Apartment,Kolkata,tier1,10,9890000
4729,1454,3,2,2,15,Villa,Meerut,tier3,8,3707000
4730,2170,4,2,1,10,Apartment,Meerut,tier3,24,3984000
4731,1588,3,1,1,0,Apartment,Thiruvananthapuram,tier3,21,3543000
4732,1214,4,1,1,28,Penthouse,Chennai,tier1,9,8109000
4733,877,2,2,0,27,Studio,Kanpur,tier2,15,4304000
4734,2552,2,1,1,21,Studio,Kolkata,tier1,18,16320000
4735,1248,2,1,1,4,Independent House,Moradabad,tier3,8,3759000
4736,1689,2,2,1,29,Studio,Salem,tier3,23,3648000
4737,944,3,1,1,15,Apartment,Rajkot,tier3,12,2582000
4738,739,3,2,2,0,Villa,Thane,tier2,15,3140000
4739,1385,3,1,1,23,Penthouse,Salem,tier3,16,3679000
4740,412,2,2,0,23,Villa,Raipur,tier3,0,2074000
4741,991,2,1,1,16,Independent House,Nagpur,tier2,12,4642000
4742,1264,3,1,1,0,Apartment,Bhopal,tier2,0,6750000
4743,1316,2,1,1,21,Villa,Visakhapatnam,tier2,17,4742000
4744,1483,2,2,2,22,Villa,Bangalore,tier1,15,9431000
4745,1448,2,2,1,17,Apartment,Aligarh,tier3,30,2529000
4746,966,3,2,0,4,Villa,Delhi,tier1,9,6506000
4747,1773,2,2,1,17,Penthouse,Ludhiana,tier3,23,3047000
4748,1996,2,2,1,0,Independent House,Bhubaneswar,tier3,2,6079000
4749,1838,2,2,1,28,Studio,Lucknow,tier2,8,7223000
4750,2315,2,2,1,2,Apartment,Mysore,tier3,7,5420000
4751,2076,2,2,0,30,Studio,Bangalore,tier1,6,18188000
4752,923,1,1,1,10,Apartment,Vadodara,tier2,4,4273000
4753,1259,2,2,0,18,Penthouse,Aligarh,tier3,22,2710000
4754,760,4,2,0,24,Villa,Visakhapatnam,tier2,10,4132000
4755,1963,4,1,1,0,Independent House,Chandigarh,tier3,7,6840000
4756,2114,2,1,1,15,Apartment,Varanasi,tier3,15,4874000
4757,1275,3,3,1,3,Penthouse,Visakhapatnam,tier2,21,4416000
4758,972,2,1,1,4,Independent House,Chennai,tier1,16,6277000
4759,2211,3,1,1,0,Independent House,Lucknow,tier2,4,8529000
4760,271,2,2,1,15,Apartment,Kota,tier3,0,2202000
4761,1345,1,1,1,0,Studio,Kota,tier3,6,3494000
4762,1569,3,1,1,15,Studio,Chandigarh,tier3,2,5510000
4763,843,3,2,1,7,Studio,Jaipur,tier2,29,2851000
4764,1583,3,2,2,8,Studio,Warangal,tier3,15,3783000
4765,1796,5,1,2,20,Penthouse,Moradabad,tier3,6,6052000
4766,451,2,2,1,12,Independent House,Meerut,tier3,13,1780000
4767,980,2,1,2,28,Studio,Lucknow,tier2,10,3939000
4768,767,3,2,1,2,Apartment,Bangalore,tier1,17,4790000
4769,1262,2,1,1,7,Apartment,Meerut,tier3,10,3960000
4770,597,3,2,1,23,Villa,Thiruvananthapuram,tier3,18,2130000
4771,399,5,2,1,22,Villa,Lucknow,tier2,11,3696000
4772,913,2,1,1,16,Studio,Visakhapatnam,tier2,18,2907000
4773,839,2,1,1,23,Studio,Kalyan-Dombivli,tier3,2,2630000
4774,1936,2,1,2,0,Penthouse,Pimpri-Chinchwad,tier2,7,8233000
4775,1366,2,2,0,12,Apartment,Chandigarh,tier3,5,4215000
4776,1433,3,2,1,10,Villa,Bareilly,tier3,3,5136000
4777,928,3,2,1,13,Villa,Vasai-Virar,tier3,17,2648000
4778,1089,3,2,1,6,Apartment,Varanasi,tier3,6,3635000
4779,1751,2,2,1,25,Studio,Surat,tier2,6,7035000
4780,1290,2,2,2,0,Studio,Varanasi,tier3,4,3964000
4781,1284,5,1,1,0,Independent House,Vadodara,tier2,19,4482000
4782,1065,1,1,1,0,Studio,Patna,tier2,1,5228000
4783,252,3,3,1,7,Independent House,Meerut,tier3,0,2538000
4784,2018,3,2,1,0,Apartment,Meerut,tier3,13,5616000
4785,1949,5,3,2,15,Villa,Jaipur,tier2,20,8541000
4786,1008,3,3,1,2,Studio,Madurai,tier3,5,3387000
4787,1025,1,1,0,11,Independent House,Jalandhar,tier3,14,2431000
4788,1919,2,1,1,0,Villa,Kolkata,tier1,1,17774000
4789,1036,5,1,1,9,Studio,Srinagar,tier3,4,4271000
4790,613,4,2,0,30,Independent House,Mumbai,tier1,6,6579000
4791,211,1,1,1,24,Studio,Thiruvananthapuram,tier3,2,1344000
4792,859,1,1,1,24,Apartment,Mysore,tier3,6,2137000
4793,2380,3,2,1,8,Apartment,Varanasi,tier3,4,6038000
4794,908,2,2,1,0,Independent House,Jaipur,tier2,16,3815000
4795,998,2,2,1,6,Studio,Chennai,tier1,14,5963000
4796,1500,2,1,2,0,Studio,Jodhpur,tier3,6,4326000
4797,1039,3,2,2,22,Apartment,Hubli-Dharwad,tier3,20,3039000
4798,1302,2,1,1,20,Studio,Bhopal,tier2,12,5449000
4799,1311,3,2,0,24,Independent House,Faridabad,tier3,19,2949000
4800,1072,3,2,2,0,Studio,Kota,tier3,10,3885000
4801,2440,1,1,1,10,Villa,Patna,tier2,5,12789000
4802,421,2,2,2,17,Apartment,Hyderabad,tier1,18,3437000
4803,1768,3,1,1,13,Studio,Thane,tier2,15,5491000
4804,324,3,1,2,8,Penthouse,Chennai,tier1,13,3167000
4805,986,3,2,1,7,Villa,Ghaziabad,tier3,9,3581000
4806,206,3,2,1,12,Studio,Thiruvananthapuram,tier3,7,1984000
4807,977,3,2,1,19,Independent House,Faridabad,tier3,17,2645000
4808,1372,2,2,1,15,Apartment,Thiruvananthapuram,tier3,11,3356000
4809,1240,2,2,1,0,Apartment,Madurai,tier3,9,3829000
4810,1949,3,1,1,0,Penthouse,Chennai,tier1,21,8853000
4811,1136,3,1,1,2,Apartment,Pune,tier1,2,7866000
4812,1472,1,1,2,20,Penthouse,Raipur,tier3,7,4045000
4813,1074,2,2,0,0,Independent House,Lucknow,tier2,13,4430000
4814,1171,3,1,1,20,Penthouse,Nagpur,tier2,23,4176000
4815,1905,2,1,1,28,Independent House,Varanasi,tier3,8,5453000
4816,1598,2,1,1,2,Studio,Bangalore,tier1,4,11309000
4817,2233,2,1,1,17,Independent House,Faridabad,tier3,23,4308000
4818,1602,2,1,2,30,Penthouse,Bangalore,tier1,16,11421000
4819,1618,1,1,1,25,Penthouse,Vasai-Virar,tier3,22,2751000
4820,900,3,1,1,0,Independent House,Nagpur,tier2,1,5439000
4821,1050,3,2,2,12,Independent House,Madurai,tier3,15,3553000
4822,1739,3,1,1,16,Penthouse,Chandigarh,tier3,13,4308000
4823,825,2,2,1,25,Independent House,Nashik,tier3,15,2428000
4824,1107,2,2,2,1,Penthouse,Delhi,tier1,5,8067000
4825,1348,4,2,1,19,Studio,Bhopal,tier2,41,2594000
4826,2147,5,2,1,14,Studio,Kolkata,tier1,26,8813000
4827,1073,2,1,2,5,Apartment,Kolkata,tier1,16,6493000
4828,490,3,2,1,0,Studio,Hubli-Dharwad,tier3,21,1800000
4829,1054,3,3,0,4,Independent House,Ahmedabad,tier1,19,6138000
4830,699,3,2,1,0,Villa,Visakhapatnam,tier2,1,4673000
4831,743,2,1,1,21,Villa,Hubli-Dharwad,tier3,12,2375000
4832,1457,3,3,1,6,Apartment,Vadodara,tier2,7,6530000
4833,1014,2,2,1,0,Independent House,Kolkata,tier1,17,7157000
4834,1546,4,2,1,5,Apartment,Chandigarh,tier3,26,3410000
4835,2125,5,1,1,4,Independent House,Solapur,tier3,12,5868000
4836,1489,3,2,1,29,Apartment,Raipur,tier3,10,4346000
4837,2068,2,2,1,7,Studio,Kolkata,tier1,5,18418000
4838,1394,3,1,1,21,Studio,Patna,tier2,22,4868000
4839,1013,2,1,2,0,Independent House,Madurai,tier3,17,2669000
4840,1224,3,2,1,29,Villa,Nagpur,tier2,2,5610000
4841,1416,2,2,1,8,Penthouse,Ahmedabad,tier1,12,10386000
4842,1151,4,2,1,19,Independent House,Kalyan-Dombivli,tier3,6,3690000
4843,275,2,2,1,10,Studio,Faridabad,tier3,7,1664000
4844,1538,2,1,1,14,Studio,Visakhapatnam,tier2,16,5350000
4845,1620,1,1,1,25,Villa,Nashik,tier3,1,4874000
4846,1360,2,1,2,17,Apartment,Surat,tier2,25,3532000
4847,570,2,2,1,3,Independent House,Bhopal,tier2,9,3351000
4848,634,2,1,1,0,Villa,Pune,tier1,2,5080000
4849,1520,2,1,1,1,Studio,Ludhiana,tier3,1,5460000
4850,2409,2,2,1,4,Studio,Hubli-Dharwad,tier3,0,6391000
4851,690,4,3,1,28,Apartment,Madurai,tier3,7,2815000
4852,1178,1,1,1,11,Independent House,Moradabad,tier3,16,2338000
4853,1730,3,2,1,11,Studio,Vasai-Virar,tier3,24,3621000
4854,1003,3,1,1,23,Villa,Warangal,tier3,31,1870000
4855,200,2,2,1,23,Villa,Dhanbad,tier3,23,1099000
4856,1503,2,2,1,13,Villa,Solapur,tier3,12,3538000
4857,1878,1,1,1,8,Villa,Thane,tier2,6,7166000
4858,1040,4,2,2,16,Villa,Kalyan-Dombivli,tier3,11,4160000
4859,516,2,2,1,3,Penthouse,Chennai,tier1,23,3168000
4860,810,2,1,2,9,Penthouse,Ahmedabad,tier1,18,5242000
4861,1009,3,1,1,28,Apartment,Salem,tier3,28,1918000
4862,1085,1,1,0,24,Villa,Varanasi,tier3,2,2748000
4863,732,2,1,1,18,Villa,Chennai,tier1,26,3815000
4864,604,3,2,1,25,Studio,Chandigarh,tier3,15,2850000
4865,775,4,3,1,12,Studio,Hyderabad,tier1,3,6438000
4866,1021,2,2,1,13,Independent House,Agra,tier3,6,3404000
4867,1023,2,1,1,23,Apartment,Bangalore,tier1,30,5036000
4868,200,3,2,1,18,Villa,Faridabad,tier3,19,1363000
4869,1742,2,2,1,13,Studio,Rajkot,tier3,14,4146000
4870,1184,2,1,1,22,Villa,Vasai-Virar,tier3,2,4504000
4871,1587,2,2,1,0,Studio,Kota,tier3,9,4729000
4872,976,5,3,1,11,Independent House,Kolkata,tier1,23,5746000
4873,1270,2,1,1,10,Penthouse,Bhubaneswar,tier3,21,2599000
4874,1647,3,2,1,20,Penthouse,Madurai,tier3,3,4921000
4875,1175,2,2,1,0,Villa,Agra,tier3,5,3799000
4876,447,3,2,1,1,Penthouse,Guwahati,tier3,17,1812000
4877,1654,2,2,1,0,Penthouse,Ludhiana,tier3,20,3804000
4878,1726,2,1,0,7,Studio,Chandigarh,tier3,6,4150000
4879,1606,2,1,1,28,Penthouse,Nashik,tier3,15,4192000
4880,360,3,3,0,21,Independent House,Bhubaneswar,tier3,3,2599000
4881,523,3,2,1,8,Studio,Kota,tier3,7,2145000
4882,1153,3,2,1,6,Penthouse,Bhubaneswar,tier3,0,4196000
4883,1626,1,1,2,22,Studio,Rajkot,tier3,10,4211000
4884,1259,4,1,1,22,Studio,Kalyan-Dombivli,tier3,6,4793000
4885,1427,3,2,1,20,Independent House,Chennai,tier1,16,11266000
4886,2808,2,2,0,15,Apartment,Chandigarh,tier3,15,5661000
4887,1287,2,2,1,30,Villa,Guwahati,tier3,6,3659000
4888,1889,2,1,1,0,Penthouse,Chandigarh,tier3,1,4423000
4889,922,3,2,1,20,Penthouse,Ghaziabad,tier3,16,2801000
4890,997,4,2,1,16,Studio,Moradabad,tier3,17,3218000
4891,723,4,1,1,0,Penthouse,Patna,tier2,0,4645000
4892,2185,3,2,1,17,Apartment,Varanasi,tier3,16,3912000
4893,1281,2,1,1,22,Penthouse,Hubli-Dharwad,tier3,3,4452000
4894,1407,2,1,0,19,Apartment,Bhopal,tier2,37,2824000
4895,403,2,1,1,28,Penthouse,Thiruvananthapuram,tier3,19,1370000
4896,1529,2,2,1,4,Penthouse,Faridabad,tier3,5,4178000
4897,1722,1,1,1,28,Studio,Varanasi,tier3,16,3141000
4898,1502,4,1,1,28,Penthouse,Pimpri-Chinchwad,tier2,19,4652000
4899,1054,1,1,1,3,Studio,Tiruchirappalli,tier3,8,2523000
4900,210,3,3,1,17,Independent House,Mumbai,tier1,5,3652000
4901,1091,3,2,0,6,Studio,Kalyan-Dombivli,tier3,9,3960000
4902,1125,4,1,1,9,Independent House,Lucknow,tier2,2,5745000
4903,1871,4,2,2,17,Apartment,Guwahati,tier3,11,5427000
4904,1706,4,1,1,20,Penthouse,Patna,tier2,4,9911000
4905,1888,4,2,1,0,Independent House,Srinagar,tier3,16,4500000
4906,634,3,3,1,3,Villa,Kota,tier3,14,2779000
4907,1141,2,2,1,17,Apartment,Aligarh,tier3,4,4187000
4908,1097,4,2,0,16,Apartment,Bhopal,tier2,22,3974000
4909,683,3,2,1,10,Studio,Hyderabad,tier1,6,7174000
4910,1034,1,1,2,7,Independent House,Salem,tier3,8,2770000
4911,1559,2,2,1,27,Villa,Pimpri-Chinchwad,tier2,2,9053000
4912,835,4,2,0,0,Villa,Kanpur,tier2,6,4224000
4913,2276,3,1,1,0,Independent House,Nashik,tier3,18,4441000
4914,384,2,2,1,11,Studio,Bangalore,tier1,1,3885000
4915,1515,2,2,1,12,Apartment,Pune,tier1,5,10252000
4916,1085,1,1,1,24,Studio,Indore,tier2,13,5306000
4917,1471,3,2,1,21,Villa,Bareilly,tier3,10,4689000
4918,425,2,2,1,28,Studio,Delhi,tier1,5,5072000
4919,1600,4,2,1,16,Independent House,Bareilly,tier3,5,4723000
4920,1992,3,1,1,22,Independent House,Ludhiana,tier3,6,5997000
4921,943,2,2,2,9,Independent House,Nagpur,tier2,21,3126000
